"DIM1","Sex","DIM3","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"1","Males and females","12","45-49","1970","1970",83272,,
"1","Males and females","12","45-49","1971","1971",88054,,
"1","Males and females","12","45-49","1972","1972",92585,,
"1","Males and females","12","45-49","1973","1973",96995,,
"1","Males and females","12","45-49","1974","1974",100389,,
"1","Males and females","12","45-49","1975","1975",103425,,
"1","Males and females","12","45-49","1976","1976",105596,,
"1","Males and females","12","45-49","1977","1977",106029,,
"1","Males and females","12","45-49","1978","1978",104351,,
"1","Males and females","12","45-49","1979","1979",101488,,
"1","Males and females","12","45-49","1980","1980",99173,,
"1","Males and females","12","45-49","1981","1981",98135,,
"1","Males and females","12","45-49","1982","1982",98678,,
"1","Males and females","12","45-49","1983","1983",100866,,
"1","Males and females","12","45-49","1984","1984",104071,,
"1","Males and females","12","45-49","1985","1985",105798,,
"1","Males and females","12","45-49","1986","1986",106944,,
"1","Males and females","12","45-49","1987","1987",105805,,
"1","Males and females","12","45-49","1988","1988",100245,,
"1","Males and females","12","45-49","1989","1989",93498,,
"1","Males and females","12","45-49","1990","1990",87820,,
"1","Males and females","12","45-49","1991","1991",83644,,
"1","Males and females","12","45-49","1992","1992",82214,,
"1","Males and females","12","45-49","1993","1993",84749,,
"1","Males and females","12","45-49","1994","1994",89361,,
"1","Males and females","12","45-49","1995","1995",93478,,
"1","Males and females","12","45-49","1996","1996",95530,,
"1","Males and females","12","45-49","1997","1997",96059,,
"1","Males and females","12","45-49","1998","1998",95797,,
"1","Males and females","12","45-49","1999","1999",95102,,
"1","Males and females","12","45-49","2000","2000",97770,,
"1","Males and females","12","45-49","2001","2001",98070,,
"1","Males and females","12","45-49","2002","2002",97760,,
"1","Males and females","12","45-49","2003","2003",97885,,
"1","Males and females","12","45-49","2004","2004",98090,,
"1","Males and females","12","45-49","2005","2005",97800,,
"1","Males and females","12","45-49","2006","2006",97545,,
"1","Males and females","12","45-49","2007","2007",97195,,
"1","Males and females","12","45-49","2008","2008",96090,,
"1","Males and females","12","45-49","2009","2009",94505,,
"1","Males and females","12","45-49","2010","2010",92225,,
"1","Males and females","12","45-49","2011","2011",89282,,
"1","Males and females","12","45-49","2012","2012",86559,,
"1","Males and females","12","45-49","2013","2013",85011,,
"1","Males and females","12","45-49","2014","2014",84741,,
"1","Males and females","12","45-49","2015","2015",85323,,
"1","Males and females","12","45-49","2016","2016",86863,,
"1","Males and females","12","45-49","2017","2017",89047,,
"1","Males and females","12","45-49","2018","2018",90784,,
"3","Females","6","15-19","1970","1970",47916,,
"3","Females","6","15-19","1971","1971",47886,,
"3","Females","6","15-19","1972","1972",47863,,
"3","Females","6","15-19","1973","1973",48509,,
"3","Females","6","15-19","1974","1974",49355,,
"3","Females","6","15-19","1975","1975",49731,,
"3","Females","6","15-19","1976","1976",50145,,
"3","Females","6","15-19","1977","1977",50657,,
"3","Females","6","15-19","1978","1978",50650,,
"3","Females","6","15-19","1979","1979",50204,,
"3","Females","6","15-19","1980","1980",49473,,
"3","Females","6","15-19","1981","1981",48577,,
"3","Females","6","15-19","1982","1982",47820,,
"3","Females","6","15-19","1983","1983",47432,,
"3","Females","6","15-19","1984","1984",47734,,
"3","Females","6","15-19","1985","1985",48837,,
"3","Females","6","15-19","1986","1986",50328,,
"3","Females","6","15-19","1987","1987",51812,,
"3","Females","6","15-19","1988","1988",52750,,
"3","Females","6","15-19","1989","1989",53104,,
"3","Females","6","15-19","1990","1990",53195,,
"3","Females","6","15-19","1991","1991",53019,,
"3","Females","6","15-19","1992","1992",52154,,
"3","Females","6","15-19","1993","1993",50778,,
"3","Females","6","15-19","1994","1994",49541,,
"3","Females","6","15-19","1995","1995",48726,,
"3","Females","6","15-19","1996","1996",48385,,
"3","Females","6","15-19","1997","1997",48451,,
"3","Females","6","15-19","1998","1998",49105,,
"3","Females","6","15-19","1999","1999",50131,,
"3","Females","6","15-19","2000","2000",49435,,
"3","Females","6","15-19","2001","2001",49430,,
"3","Females","6","15-19","2002","2002",49530,,
"3","Females","6","15-19","2003","2003",49690,,
"3","Females","6","15-19","2004","2004",49665,,
"3","Females","6","15-19","2005","2005",49315,,
"3","Females","6","15-19","2006","2006",48285,,
"3","Females","6","15-19","2007","2007",46520,,
"3","Females","6","15-19","2008","2008",43830,,
"3","Females","6","15-19","2009","2009",40450,,
"3","Females","6","15-19","2010","2010",37200,,
"3","Females","6","15-19","2011","2011",34552,,
"3","Females","6","15-19","2012","2012",32286,,
"3","Females","6","15-19","2013","2013",30491,,
"3","Females","6","15-19","2014","2014",29467,,
"3","Females","6","15-19","2015","2015",29072,,
"3","Females","6","15-19","2016","2016",28939,,
"3","Females","6","15-19","2017","2017",29040,,
"3","Females","6","15-19","2018","2018",29574,,
"1","Males and females","18","75-79","1970","1970",29433,,
"1","Males and females","18","75-79","1971","1971",29983,,
"1","Males and females","18","75-79","1972","1972",30412,,
"1","Males and females","18","75-79","1973","1973",31173,,
"1","Males and females","18","75-79","1974","1974",32299,,
"1","Males and females","18","75-79","1975","1975",33482,,
"1","Males and females","18","75-79","1976","1976",34487,,
"1","Males and females","18","75-79","1977","1977",35571,,
"1","Males and females","18","75-79","1978","1978",36617,,
"1","Males and females","18","75-79","1979","1979",37385,,
"1","Males and females","18","75-79","1980","1980",37756,,
"1","Males and females","18","75-79","1981","1981",38081,,
"1","Males and females","18","75-79","1982","1982",38600,,
"1","Males and females","18","75-79","1983","1983",38839,,
"1","Males and females","18","75-79","1984","1984",39038,,
"1","Males and females","18","75-79","1985","1985",39417,,
"1","Males and females","18","75-79","1986","1986",39844,,
"1","Males and females","18","75-79","1987","1987",40295,,
"1","Males and females","18","75-79","1988","1988",40610,,
"1","Males and females","18","75-79","1989","1989",40557,,
"1","Males and females","18","75-79","1990","1990",39525,,
"1","Males and females","18","75-79","1991","1991",36989,,
"1","Males and females","18","75-79","1992","1992",33478,,
"1","Males and females","18","75-79","1993","1993",30891,,
"1","Males and females","18","75-79","1994","1994",29292,,
"1","Males and females","18","75-79","1995","1995",28160,,
"1","Males and females","18","75-79","1996","1996",29130,,
"1","Males and females","18","75-79","1997","1997",31861,,
"1","Males and females","18","75-79","1998","1998",34539,,
"1","Males and females","18","75-79","1999","1999",37060,,
"1","Males and females","18","75-79","2000","2000",40315,,
"1","Males and females","18","75-79","2001","2001",42480,,
"1","Males and females","18","75-79","2002","2002",44260,,
"1","Males and females","18","75-79","2003","2003",45880,,
"1","Males and females","18","75-79","2004","2004",47290,,
"1","Males and females","18","75-79","2005","2005",48655,,
"1","Males and females","18","75-79","2006","2006",49715,,
"1","Males and females","18","75-79","2007","2007",50300,,
"1","Males and females","18","75-79","2008","2008",49960,,
"1","Males and females","18","75-79","2009","2009",48920,,
"1","Males and females","18","75-79","2010","2010",48305,,
"1","Males and females","18","75-79","2011","2011",48410,,
"1","Males and females","18","75-79","2012","2012",49473,,
"1","Males and females","18","75-79","2013","2013",51284,,
"1","Males and females","18","75-79","2014","2014",53415,,
"1","Males and females","18","75-79","2015","2015",54865,,
"1","Males and females","18","75-79","2016","2016",55873,,
"1","Males and females","18","75-79","2017","2017",55734,,
"1","Males and females","18","75-79","2018","2018",53289,,
"1","Males and females","1","Age groups total","1970","1970",1360076,,
"1","Males and females","1","Age groups total","1971","1971",1376955,,
"1","Males and females","1","Age groups total","1972","1972",1392518,,
"1","Males and females","1","Age groups total","1973","1973",1405951,,
"1","Males and females","1","Age groups total","1974","1974",1418169,,
"1","Males and females","1","Age groups total","1975","1975",1429352,,
"1","Males and females","1","Age groups total","1976","1976",1439576,,
"1","Males and females","1","Age groups total","1977","1977",1450211,,
"1","Males and females","1","Age groups total","1978","1978",1460188,,
"1","Males and females","1","Age groups total","1979","1979",1468333,,
"1","Males and females","1","Age groups total","1980","1980",1477219,,
"1","Males and females","1","Age groups total","1981","1981",1487666,,
"1","Males and females","1","Age groups total","1982","1982",1498414,,
"1","Males and females","1","Age groups total","1983","1983",1508745,,
"1","Males and females","1","Age groups total","1984","1984",1518617,,
"1","Males and females","1","Age groups total","1985","1985",1528781,,
"1","Males and females","1","Age groups total","1986","1986",1540190,,
"1","Males and females","1","Age groups total","1987","1987",1552221,,
"1","Males and females","1","Age groups total","1988","1988",1561900,,
"1","Males and females","1","Age groups total","1989","1989",1568131,,
"1","Males and females","1","Age groups total","1990","1990",1569174,,
"1","Males and females","1","Age groups total","1991","1991",1561314,,
"1","Males and females","1","Age groups total","1992","1992",1533091,,
"1","Males and females","1","Age groups total","1993","1993",1494128,,
"1","Males and females","1","Age groups total","1994","1994",1462514,,
"1","Males and females","1","Age groups total","1995","1995",1436634,,
"1","Males and females","1","Age groups total","1996","1996",1415594,,
"1","Males and females","1","Age groups total","1997","1997",1399535,,
"1","Males and females","1","Age groups total","1998","1998",1386156,,
"1","Males and females","1","Age groups total","1999","1999",1375654,,
"1","Males and females","1","Age groups total","2000","2000",1396985,,
"1","Males and females","1","Age groups total","2001","2001",1388115,,
"1","Males and females","1","Age groups total","2002","2002",1379350,,
"1","Males and females","1","Age groups total","2003","2003",1370720,,
"1","Males and females","1","Age groups total","2004","2004",1362550,,
"1","Males and females","1","Age groups total","2005","2005",1354775,,
"1","Males and females","1","Age groups total","2006","2006",1346810,,
"1","Males and females","1","Age groups total","2007","2007",1340680,,
"1","Males and females","1","Age groups total","2008","2008",1337090,,
"1","Males and females","1","Age groups total","2009","2009",1334515,,
"1","Males and females","1","Age groups total","2010","2010",1331475,,
"1","Males and females","1","Age groups total","2011","2011",1327439,,
"1","Males and females","1","Age groups total","2012","2012",1322696,,
"1","Males and females","1","Age groups total","2013","2013",1317997,,
"1","Males and females","1","Age groups total","2014","2014",1314545,,
"1","Males and females","1","Age groups total","2015","2015",1314608,,
"1","Males and females","1","Age groups total","2016","2016",1315790,,
"1","Males and females","1","Age groups total","2017","2017",1317384,,
"1","Males and females","1","Age groups total","2018","2018",1321977,,
"3","Females","9","30-34","1970","1970",56079,,
"3","Females","9","30-34","1971","1971",57145,,
"3","Females","9","30-34","1972","1972",56587,,
"3","Females","9","30-34","1973","1973",53581,,
"3","Females","9","30-34","1974","1974",50031,,
"3","Females","9","30-34","1975","1975",47151,,
"3","Females","9","30-34","1976","1976",45152,,
"3","Females","9","30-34","1977","1977",44973,,
"3","Females","9","30-34","1978","1978",47331,,
"3","Females","9","30-34","1979","1979",50810,,
"3","Females","9","30-34","1980","1980",54073,,
"3","Females","9","30-34","1981","1981",56323,,
"3","Females","9","30-34","1982","1982",57632,,
"3","Females","9","30-34","1983","1983",58170,,
"3","Females","9","30-34","1984","1984",58310,,
"3","Females","9","30-34","1985","1985",59083,,
"3","Females","9","30-34","1986","1986",59921,,
"3","Females","9","30-34","1987","1987",60330,,
"3","Females","9","30-34","1988","1988",60843,,
"3","Females","9","30-34","1989","1989",61041,,
"3","Females","9","30-34","1990","1990",60681,,
"3","Females","9","30-34","1991","1991",60227,,
"3","Females","9","30-34","1992","1992",58594,,
"3","Females","9","30-34","1993","1993",55930,,
"3","Females","9","30-34","1994","1994",53621,,
"3","Females","9","30-34","1995","1995",51402,,
"3","Females","9","30-34","1996","1996",49030,,
"3","Females","9","30-34","1997","1997",47077,,
"3","Females","9","30-34","1998","1998",45956,,
"3","Females","9","30-34","1999","1999",45526,,
"3","Females","9","30-34","2000","2000",46870,,
"3","Females","9","30-34","2001","2001",47450,,
"3","Females","9","30-34","2002","2002",48120,,
"3","Females","9","30-34","2003","2003",48345,,
"3","Females","9","30-34","2004","2004",48125,,
"3","Females","9","30-34","2005","2005",47530,,
"3","Females","9","30-34","2006","2006",46715,,
"3","Females","9","30-34","2007","2007",46065,,
"3","Females","9","30-34","2008","2008",45635,,
"3","Females","9","30-34","2009","2009",45205,,
"3","Females","9","30-34","2010","2010",44765,,
"3","Females","9","30-34","2011","2011",44403,,
"3","Females","9","30-34","2012","2012",44198,,
"3","Females","9","30-34","2013","2013",44387,,
"3","Females","9","30-34","2014","2014",44893,,
"3","Females","9","30-34","2015","2015",45432,,
"3","Females","9","30-34","2016","2016",45851,,
"3","Females","9","30-34","2017","2017",46395,,
"3","Females","9","30-34","2018","2018",47090,,
"2","Males","2","0","1970","1970",10315,,
"2","Males","2","0","1971","1971",11008,,
"2","Males","2","0","1972","1972",11149,,
"2","Males","2","0","1973","1973",10889,,
"2","Males","2","0","1974","1974",10757,,
"2","Males","2","0","1975","1975",10877,,
"2","Males","2","0","1976","1976",10929,,
"2","Males","2","0","1977","1977",11079,,
"2","Males","2","0","1978","1978",11032,,
"2","Males","2","0","1979","1979",11028,,
"2","Males","2","0","1980","1980",11296,,
"2","Males","2","0","1981","1981",11528,,
"2","Males","2","0","1982","1982",11713,,
"2","Males","2","0","1983","1983",11944,,
"2","Males","2","0","1984","1984",12154,,
"2","Males","2","0","1985","1985",12030,,
"2","Males","2","0","1986","1986",12075,,
"2","Males","2","0","1987","1987",12514,,
"2","Males","2","0","1988","1988",12609,,
"2","Males","2","0","1989","1989",12391,,
"2","Males","2","0","1990","1990",11861,,
"2","Males","2","0","1991","1991",10542,,
"2","Males","2","0","1992","1992",9379,,
"2","Males","2","0","1993","1993",8352,,
"2","Males","2","0","1994","1994",7341,,
"2","Males","2","0","1995","1995",6883,,
"2","Males","2","0","1996","1996",6712,,
"2","Males","2","0","1997","1997",6528,,
"2","Males","2","0","1998","1998",6273,,
"2","Males","2","0","1999","1999",6164,,
"2","Males","2","0","2000","2000",6555,,
"2","Males","2","0","2001","2001",6695,,
"2","Males","2","0","2002","2002",6625,,
"2","Males","2","0","2003","2003",6670,,
"2","Males","2","0","2004","2004",6915,,
"2","Males","2","0","2005","2005",7310,,
"2","Males","2","0","2006","2006",7595,,
"2","Males","2","0","2007","2007",7890,,
"2","Males","2","0","2008","2008",8130,,
"2","Males","2","0","2009","2009",8120,,
"2","Males","2","0","2010","2010",8125,,
"2","Males","2","0","2011","2011",7909,,
"2","Males","2","0","2012","2012",7390,,
"2","Males","2","0","2013","2013",7057,,
"2","Males","2","0","2014","2014",6940,,
"2","Males","2","0","2015","2015",7103,,
"2","Males","2","0","2016","2016",7311,,
"2","Males","2","0","2017","2017",7279,,
"2","Males","2","0","2018","2018",7269,,
"3","Females","15","60-64","1970","1970",43136,,
"3","Females","15","60-64","1971","1971",43634,,
"3","Females","15","60-64","1972","1972",43916,,
"3","Females","15","60-64","1973","1973",44124,,
"3","Females","15","60-64","1974","1974",44047,,
"3","Females","15","60-64","1975","1975",42996,,
"3","Females","15","60-64","1976","1976",40574,,
"3","Females","15","60-64","1977","1977",37311,,
"3","Females","15","60-64","1978","1978",34819,,
"3","Females","15","60-64","1979","1979",33193,,
"3","Females","15","60-64","1980","1980",32225,,
"3","Females","15","60-64","1981","1981",33592,,
"3","Females","15","60-64","1982","1982",37000,,
"3","Females","15","60-64","1983","1983",40445,,
"3","Females","15","60-64","1984","1984",43474,,
"3","Females","15","60-64","1985","1985",46490,,
"3","Females","15","60-64","1986","1986",48701,,
"3","Females","15","60-64","1987","1987",49947,,
"3","Females","15","60-64","1988","1988",50799,,
"3","Females","15","60-64","1989","1989",51268,,
"3","Females","15","60-64","1990","1990",51394,,
"3","Females","15","60-64","1991","1991",51240,,
"3","Females","15","60-64","1992","1992",50777,,
"3","Females","15","60-64","1993","1993",49474,,
"3","Females","15","60-64","1994","1994",47523,,
"3","Females","15","60-64","1995","1995",46040,,
"3","Females","15","60-64","1996","1996",45198,,
"3","Females","15","60-64","1997","1997",45124,,
"3","Females","15","60-64","1998","1998",45864,,
"3","Females","15","60-64","1999","1999",47140,,
"3","Females","15","60-64","2000","2000",48690,,
"3","Females","15","60-64","2001","2001",49030,,
"3","Females","15","60-64","2002","2002",48270,,
"3","Females","15","60-64","2003","2003",45535,,
"3","Females","15","60-64","2004","2004",42410,,
"3","Females","15","60-64","2005","2005",39840,,
"3","Females","15","60-64","2006","2006",37980,,
"3","Females","15","60-64","2007","2007",37630,,
"3","Females","15","60-64","2008","2008",39290,,
"3","Females","15","60-64","2009","2009",41965,,
"3","Females","15","60-64","2010","2010",44520,,
"3","Females","15","60-64","2011","2011",46179,,
"3","Females","15","60-64","2012","2012",46888,,
"3","Females","15","60-64","2013","2013",46944,,
"3","Females","15","60-64","2014","2014",46653,,
"3","Females","15","60-64","2015","2015",46766,,
"3","Females","15","60-64","2016","2016",46967,,
"3","Females","15","60-64","2017","2017",46924,,
"3","Females","15","60-64","2018","2018",47130,,
"2","Males","8","25-29","1970","1970",47058,,
"2","Males","8","25-29","1971","1971",45176,,
"2","Males","8","25-29","1972","1972",45007,,
"2","Males","8","25-29","1973","1973",47523,,
"2","Males","8","25-29","1974","1974",51560,,
"2","Males","8","25-29","1975","1975",55310,,
"2","Males","8","25-29","1976","1976",57584,,
"2","Males","8","25-29","1977","1977",58757,,
"2","Males","8","25-29","1978","1978",59224,,
"2","Males","8","25-29","1979","1979",59246,,
"2","Males","8","25-29","1980","1980",59803,,
"2","Males","8","25-29","1981","1981",60492,,
"2","Males","8","25-29","1982","1982",60769,,
"2","Males","8","25-29","1983","1983",60904,,
"2","Males","8","25-29","1984","1984",60804,,
"2","Males","8","25-29","1985","1985",60707,,
"2","Males","8","25-29","1986","1986",60811,,
"2","Males","8","25-29","1987","1987",60982,,
"2","Males","8","25-29","1988","1988",60648,,
"2","Males","8","25-29","1989","1989",59711,,
"2","Males","8","25-29","1990","1990",58126,,
"2","Males","8","25-29","1991","1991",55813,,
"2","Males","8","25-29","1992","1992",52457,,
"2","Males","8","25-29","1993","1993",49027,,
"2","Males","8","25-29","1994","1994",46904,,
"2","Males","8","25-29","1995","1995",46019,,
"2","Males","8","25-29","1996","1996",46303,,
"2","Males","8","25-29","1997","1997",47082,,
"2","Males","8","25-29","1998","1998",47533,,
"2","Males","8","25-29","1999","1999",47441,,
"2","Males","8","25-29","2000","2000",50575,,
"2","Males","8","25-29","2001","2001",50160,,
"2","Males","8","25-29","2002","2002",49740,,
"2","Males","8","25-29","2003","2003",49405,,
"2","Males","8","25-29","2004","2004",49070,,
"2","Males","8","25-29","2005","2005",48755,,
"2","Males","8","25-29","2006","2006",48495,,
"2","Males","8","25-29","2007","2007",48240,,
"2","Males","8","25-29","2008","2008",48345,,
"2","Males","8","25-29","2009","2009",48840,,
"2","Males","8","25-29","2010","2010",49040,,
"2","Males","8","25-29","2011","2011",49059,,
"2","Males","8","25-29","2012","2012",49460,,
"2","Males","8","25-29","2013","2013",50069,,
"2","Males","8","25-29","2014","2014",50582,,
"2","Males","8","25-29","2015","2015",51318,,
"2","Males","8","25-29","2016","2016",51149,,
"2","Males","8","25-29","2017","2017",49682,,
"2","Males","8","25-29","2018","2018",47521,,
"1","Males and females","21","Age unknown","1970","1970",1254,,
"1","Males and females","21","Age unknown","1971","1971",1141,,
"1","Males and females","21","Age unknown","1972","1972",1029,,
"1","Males and females","21","Age unknown","1973","1973",925,,
"1","Males and females","21","Age unknown","1974","1974",816,,
"1","Males and females","21","Age unknown","1975","1975",703,,
"1","Males and females","21","Age unknown","1976","1976",595,,
"1","Males and females","21","Age unknown","1977","1977",489,,
"1","Males and females","21","Age unknown","1978","1978",382,,
"1","Males and females","21","Age unknown","1979","1979",322,,
"1","Males and females","21","Age unknown","1980","1980",295,,
"1","Males and females","21","Age unknown","1981","1981",257,,
"1","Males and females","21","Age unknown","1982","1982",225,,
"1","Males and females","21","Age unknown","1983","1983",198,,
"1","Males and females","21","Age unknown","1984","1984",165,,
"1","Males and females","21","Age unknown","1985","1985",125,,
"1","Males and females","21","Age unknown","1986","1986",85,,
"1","Males and females","21","Age unknown","1987","1987",56,,
"1","Males and females","21","Age unknown","1988","1988",21,,
"1","Males and females","21","Age unknown","1989","1989",0,,
"1","Males and females","21","Age unknown","1990","1990",0,,
"1","Males and females","21","Age unknown","1991","1991",0,,
"1","Males and females","21","Age unknown","1992","1992",0,,
"1","Males and females","21","Age unknown","1993","1993",0,,
"1","Males and females","21","Age unknown","1994","1994",0,,
"1","Males and females","21","Age unknown","1995","1995",0,,
"1","Males and females","21","Age unknown","1996","1996",0,,
"1","Males and females","21","Age unknown","1997","1997",0,,
"1","Males and females","21","Age unknown","1998","1998",0,,
"1","Males and females","21","Age unknown","1999","1999",220,,
"1","Males and females","21","Age unknown","2000","2000",0,,
"1","Males and females","21","Age unknown","2001","2001",0,,
"1","Males and females","21","Age unknown","2002","2002",0,,
"1","Males and females","21","Age unknown","2003","2003",0,,
"1","Males and females","21","Age unknown","2004","2004",0,,
"1","Males and females","21","Age unknown","2005","2005",0,,
"1","Males and females","21","Age unknown","2006","2006",0,,
"1","Males and females","21","Age unknown","2007","2007",0,,
"1","Males and females","21","Age unknown","2008","2008",0,,
"1","Males and females","21","Age unknown","2009","2009",0,,
"1","Males and females","21","Age unknown","2010","2010",0,,
"1","Males and females","21","Age unknown","2011","2011",0,,
"1","Males and females","21","Age unknown","2012","2012",0,,
"1","Males and females","21","Age unknown","2013","2013",0,,
"1","Males and females","21","Age unknown","2014","2014",0,,
"1","Males and females","21","Age unknown","2015","2015",0,,
"1","Males and females","21","Age unknown","2016","2016",0,,
"1","Males and females","21","Age unknown","2017","2017",0,,
"1","Males and females","21","Age unknown","2018","2018",0,,
"3","Females","3","1-4","1970","1970",37876,,
"3","Females","3","1-4","1971","1971",39037,,
"3","Females","3","1-4","1972","1972",40571,,
"3","Females","3","1-4","1973","1973",41753,,
"3","Females","3","1-4","1974","1974",42451,,
"3","Females","3","1-4","1975","1975",42645,,
"3","Females","3","1-4","1976","1976",42557,,
"3","Females","3","1-4","1977","1977",42542,,
"3","Females","3","1-4","1978","1978",42819,,
"3","Females","3","1-4","1979","1979",42968,,
"3","Females","3","1-4","1980","1980",42974,,
"3","Females","3","1-4","1981","1981",43149,,
"3","Females","3","1-4","1982","1982",43478,,
"3","Females","3","1-4","1983","1983",43985,,
"3","Females","3","1-4","1984","1984",44759,,
"3","Females","3","1-4","1985","1985",45740,,
"3","Females","3","1-4","1986","1986",46643,,
"3","Females","3","1-4","1987","1987",47282,,
"3","Females","3","1-4","1988","1988",47593,,
"3","Females","3","1-4","1989","1989",47720,,
"3","Females","3","1-4","1990","1990",47491,,
"3","Females","3","1-4","1991","1991",46540,,
"3","Females","3","1-4","1992","1992",43872,,
"3","Females","3","1-4","1993","1993",40050,,
"3","Females","3","1-4","1994","1994",36127,,
"3","Females","3","1-4","1995","1995",32326,,
"3","Females","3","1-4","1996","1996",29378,,
"3","Females","3","1-4","1997","1997",27116,,
"3","Females","3","1-4","1998","1998",25500,,
"3","Females","3","1-4","1999","1999",24442,,
"3","Females","3","1-4","2000","2000",24330,,
"3","Females","3","1-4","2001","2001",24010,,
"3","Females","3","1-4","2002","2002",24045,,
"3","Females","3","1-4","2003","2003",24465,,
"3","Females","3","1-4","2004","2004",24990,,
"3","Females","3","1-4","2005","2005",25450,,
"3","Females","3","1-4","2006","2006",26055,,
"3","Females","3","1-4","2007","2007",26750,,
"3","Females","3","1-4","2008","2008",27725,,
"3","Females","3","1-4","2009","2009",28830,,
"3","Females","3","1-4","2010","2010",29760,,
"3","Females","3","1-4","2011","2011",30509,,
"3","Females","3","1-4","2012","2012",30513,,
"3","Females","3","1-4","2013","2013",29727,,
"3","Females","3","1-4","2014","2014",28728,,
"3","Females","3","1-4","2015","2015",27912,,
"3","Females","3","1-4","2016","2016",27508,,
"3","Females","3","1-4","2017","2017",27365,,
"3","Females","3","1-4","2018","2018",27256,,
"1","Males and females","15","60-64","1970","1970",68865,,
"1","Males and females","15","60-64","1971","1971",69624,,
"1","Males and females","15","60-64","1972","1972",70118,,
"1","Males and females","15","60-64","1973","1973",70533,,
"1","Males and females","15","60-64","1974","1974",70572,,
"1","Males and females","15","60-64","1975","1975",69201,,
"1","Males and females","15","60-64","1976","1976",65441,,
"1","Males and females","15","60-64","1977","1977",60086,,
"1","Males and females","15","60-64","1978","1978",56176,,
"1","Males and females","15","60-64","1979","1979",53674,,
"1","Males and females","15","60-64","1980","1980",52009,,
"1","Males and females","15","60-64","1981","1981",53890,,
"1","Males and females","15","60-64","1982","1982",58822,,
"1","Males and females","15","60-64","1983","1983",63611,,
"1","Males and females","15","60-64","1984","1984",67838,,
"1","Males and females","15","60-64","1985","1985",72301,,
"1","Males and females","15","60-64","1986","1986",76072,,
"1","Males and females","15","60-64","1987","1987",79662,,
"1","Males and females","15","60-64","1988","1988",83031,,
"1","Males and females","15","60-64","1989","1989",85386,,
"1","Males and females","15","60-64","1990","1990",87253,,
"1","Males and females","15","60-64","1991","1991",88276,,
"1","Males and females","15","60-64","1992","1992",87741,,
"1","Males and females","15","60-64","1993","1993",85485,,
"1","Males and females","15","60-64","1994","1994",82290,,
"1","Males and females","15","60-64","1995","1995",79685,,
"1","Males and females","15","60-64","1996","1996",78161,,
"1","Males and females","15","60-64","1997","1997",77963,,
"1","Males and females","15","60-64","1998","1998",79080,,
"1","Males and females","15","60-64","1999","1999",81141,,
"1","Males and females","15","60-64","2000","2000",83985,,
"1","Males and females","15","60-64","2001","2001",84475,,
"1","Males and females","15","60-64","2002","2002",83265,,
"1","Males and females","15","60-64","2003","2003",78780,,
"1","Males and females","15","60-64","2004","2004",73495,,
"1","Males and females","15","60-64","2005","2005",69090,,
"1","Males and females","15","60-64","2006","2006",65935,,
"1","Males and females","15","60-64","2007","2007",65380,,
"1","Males and females","15","60-64","2008","2008",68265,,
"1","Males and females","15","60-64","2009","2009",72985,,
"1","Males and females","15","60-64","2010","2010",77530,,
"1","Males and females","15","60-64","2011","2011",80492,,
"1","Males and females","15","60-64","2012","2012",81843,,
"1","Males and females","15","60-64","2013","2013",82177,,
"1","Males and females","15","60-64","2014","2014",82027,,
"1","Males and females","15","60-64","2015","2015",82716,,
"1","Males and females","15","60-64","2016","2016",83578,,
"1","Males and females","15","60-64","2017","2017",83894,,
"1","Males and females","15","60-64","2018","2018",84625,,
"3","Females","12","45-49","1970","1970",50066,,
"3","Females","12","45-49","1971","1971",52680,,
"3","Females","12","45-49","1972","1972",54167,,
"3","Females","12","45-49","1973","1973",55220,,
"3","Females","12","45-49","1974","1974",55849,,
"3","Females","12","45-49","1975","1975",56184,,
"3","Females","12","45-49","1976","1976",56291,,
"3","Females","12","45-49","1977","1977",56182,,
"3","Females","12","45-49","1978","1978",55260,,
"3","Females","12","45-49","1979","1979",53634,,
"3","Females","12","45-49","1980","1980",52395,,
"3","Females","12","45-49","1981","1981",51877,,
"3","Females","12","45-49","1982","1982",52153,,
"3","Females","12","45-49","1983","1983",53216,,
"3","Females","12","45-49","1984","1984",54862,,
"3","Females","12","45-49","1985","1985",55764,,
"3","Females","12","45-49","1986","1986",56318,,
"3","Females","12","45-49","1987","1987",55568,,
"3","Females","12","45-49","1988","1988",52526,,
"3","Females","12","45-49","1989","1989",48983,,
"3","Females","12","45-49","1990","1990",46092,,
"3","Females","12","45-49","1991","1991",43980,,
"3","Females","12","45-49","1992","1992",43306,,
"3","Females","12","45-49","1993","1993",44787,,
"3","Females","12","45-49","1994","1994",47366,,
"3","Females","12","45-49","1995","1995",49649,,
"3","Females","12","45-49","1996","1996",50799,,
"3","Females","12","45-49","1997","1997",51128,,
"3","Females","12","45-49","1998","1998",51012,,
"3","Females","12","45-49","1999","1999",50658,,
"3","Females","12","45-49","2000","2000",51535,,
"3","Females","12","45-49","2001","2001",51675,,
"3","Females","12","45-49","2002","2002",51480,,
"3","Females","12","45-49","2003","2003",51475,,
"3","Females","12","45-49","2004","2004",51475,,
"3","Females","12","45-49","2005","2005",51210,,
"3","Females","12","45-49","2006","2006",50980,,
"3","Females","12","45-49","2007","2007",50645,,
"3","Females","12","45-49","2008","2008",49860,,
"3","Females","12","45-49","2009","2009",48840,,
"3","Females","12","45-49","2010","2010",47495,,
"3","Females","12","45-49","2011","2011",45782,,
