"DIM1","Sex","DIM3","Age group","TIME","Reference period","Value","Flag Codes","Flags"
"1","Males and females","20","85 and older","1973","1973",10045,,
"1","Males and females","20","85 and older","1974","1974",10442,,
"1","Males and females","20","85 and older","1975","1975",10762,,
"1","Males and females","20","85 and older","1976","1976",10980,,
"1","Males and females","20","85 and older","1977","1977",11249,,
"1","Males and females","20","85 and older","1978","1978",11443,,
"1","Males and females","20","85 and older","1979","1979",11405,,
"1","Males and females","20","85 and older","1980","1980",11434,,
"1","Males and females","20","85 and older","1981","1981",11586,,
"1","Males and females","20","85 and older","1982","1982",11711,,
"1","Males and females","20","85 and older","1983","1983",12002,,
"1","Males and females","20","85 and older","1984","1984",12351,,
"1","Males and females","20","85 and older","1985","1985",12661,,
"1","Males and females","20","85 and older","1986","1986",13077,,
"1","Males and females","20","85 and older","1987","1987",13590,,
"1","Males and females","20","85 and older","1988","1988",14105,,
"1","Males and females","20","85 and older","1989","1989",14568,,
"1","Males and females","20","85 and older","1990","1990",14974,,
"1","Males and females","20","85 and older","1991","1991",15268,,
"1","Males and females","20","85 and older","1992","1992",15426,,
"1","Males and females","20","85 and older","1993","1993",15392,,
"1","Males and females","20","85 and older","1994","1994",15492,,
"1","Males and females","20","85 and older","1995","1995",15859,,
"1","Males and females","20","85 and older","1996","1996",16308,,
"1","Males and females","20","85 and older","1997","1997",16793,,
"1","Males and females","20","85 and older","1998","1998",17010,,
"1","Males and females","20","85 and older","1999","1999",17307,,
"1","Males and females","20","85 and older","2000","2000",17805,,
"1","Males and females","20","85 and older","2001","2001",17385,,
"1","Males and females","20","85 and older","2002","2002",16590,,
"1","Males and females","20","85 and older","2003","2003",16055,,
"1","Males and females","20","85 and older","2004","2004",15865,,
"1","Males and females","20","85 and older","2005","2005",15715,,
"1","Males and females","20","85 and older","2006","2006",16090,,
"1","Males and females","20","85 and older","2007","2007",17115,,
"1","Males and females","20","85 and older","2008","2008",18435,,
"1","Males and females","20","85 and older","2009","2009",19785,,
"1","Males and females","20","85 and older","2010","2010",21165,,
"1","Males and females","20","85 and older","2011","2011",22769,,
"1","Males and females","20","85 and older","2012","2012",24578,,
"1","Males and females","20","85 and older","2013","2013",26476,,
"1","Males and females","20","85 and older","2014","2014",28262,,
"1","Males and females","20","85 and older","2015","2015",29882,,
"1","Males and females","20","85 and older","2016","2016",31411,,
"1","Males and females","20","85 and older","2017","2017",32851,,
"1","Males and females","20","85 and older","2018","2018",33858,,
"3","Females","11","40-44","1970","1970",56632,,
"3","Females","11","40-44","1971","1971",56975,,
"3","Females","11","40-44","1972","1972",56918,,
"3","Females","11","40-44","1973","1973",55984,,
"3","Females","11","40-44","1974","1974",54353,,
"3","Females","11","40-44","1975","1975",53066,,
"3","Females","11","40-44","1976","1976",52546,,
"3","Females","11","40-44","1977","1977",52918,,
"3","Females","11","40-44","1978","1978",54086,,
"3","Females","11","40-44","1979","1979",55722,,
"3","Females","11","40-44","1980","1980",56609,,
"3","Females","11","40-44","1981","1981",57064,,
"3","Females","11","40-44","1982","1982",56159,,
"3","Females","11","40-44","1983","1983",53042,,
"3","Females","11","40-44","1984","1984",49504,,
"3","Females","11","40-44","1985","1985",46708,,
"3","Females","11","40-44","1986","1986",44740,,
"3","Females","11","40-44","1987","1987",44590,,
"3","Females","11","40-44","1988","1988",46989,,
"3","Females","11","40-44","1989","1989",50589,,
"3","Females","11","40-44","1990","1990",53875,,
"3","Females","11","40-44","1991","1991",55784,,
"3","Females","11","40-44","1992","1992",55953,,
"3","Females","11","40-44","1993","1993",54948,,
"3","Females","11","40-44","1994","1994",53782,,
"3","Females","11","40-44","1995","1995",53254,,
"3","Females","11","40-44","1996","1996",52923,,
"3","Females","11","40-44","1997","1997",52425,,
"3","Females","11","40-44","1998","1998",52280,,
"3","Females","11","40-44","1999","1999",52188,,
"3","Females","11","40-44","2000","2000",52695,,
"3","Females","11","40-44","2001","2001",52560,,
"3","Females","11","40-44","2002","2002",52330,,
"3","Females","11","40-44","2003","2003",51565,,
"3","Females","11","40-44","2004","2004",50450,,
"3","Females","11","40-44","2005","2005",49015,,
"3","Females","11","40-44","2006","2006",47185,,
"3","Females","11","40-44","2007","2007",45525,,
"3","Females","11","40-44","2008","2008",44625,,
"3","Females","11","40-44","2009","2009",44310,,
"3","Females","11","40-44","2010","2010",44395,,
"3","Females","11","40-44","2011","2011",44908,,
"3","Females","11","40-44","2012","2012",45476,,
"3","Females","11","40-44","2013","2013",45645,,
"3","Females","11","40-44","2014","2014",45485,,
"3","Females","11","40-44","2015","2015",45130,,
"3","Females","11","40-44","2016","2016",44706,,
"3","Females","11","40-44","2017","2017",44393,,
"3","Females","11","40-44","2018","2018",44233,,
"2","Males","16","65-69","1970","1970",21181,,
"2","Males","16","65-69","1971","1971",21609,,
"2","Males","16","65-69","1972","1972",21893,,
"2","Males","16","65-69","1973","1973",21804,,
"2","Males","16","65-69","1974","1974",21759,,
"2","Males","16","65-69","1975","1975",21963,,
"2","Males","16","65-69","1976","1976",22176,,
"2","Males","16","65-69","1977","1977",22343,,
"2","Males","16","65-69","1978","1978",22482,,
"2","Males","16","65-69","1979","1979",22479,,
"2","Males","16","65-69","1980","1980",22111,,
"2","Males","16","65-69","1981","1981",20937,,
"2","Males","16","65-69","1982","1982",19105,,
"2","Males","16","65-69","1983","1983",17901,,
"2","Males","16","65-69","1984","1984",17157,,
"2","Males","16","65-69","1985","1985",16505,,
"2","Males","16","65-69","1986","1986",16880,,
"2","Males","16","65-69","1987","1987",18123,,
"2","Males","16","65-69","1988","1988",19332,,
"2","Males","16","65-69","1989","1989",20445,,
"2","Males","16","65-69","1990","1990",21622,,
"2","Males","16","65-69","1991","1991",22794,,
"2","Males","16","65-69","1992","1992",24405,,
"2","Males","16","65-69","1993","1993",25963,,
"2","Males","16","65-69","1994","1994",27046,,
"2","Males","16","65-69","1995","1995",28133,,
"2","Males","16","65-69","1996","1996",28992,,
"2","Males","16","65-69","1997","1997",29165,,
"2","Males","16","65-69","1998","1998",28682,,
"2","Males","16","65-69","1999","1999",27897,,
"2","Males","16","65-69","2000","2000",27700,,
"2","Males","16","65-69","2001","2001",27340,,
"2","Males","16","65-69","2002","2002",27415,,
"2","Males","16","65-69","2003","2003",27925,,
"2","Males","16","65-69","2004","2004",28710,,
"2","Males","16","65-69","2005","2005",29185,,
"2","Males","16","65-69","2006","2006",29445,,
"2","Males","16","65-69","2007","2007",29190,,
"2","Males","16","65-69","2008","2008",27850,,
"2","Males","16","65-69","2009","2009",26235,,
"2","Males","16","65-69","2010","2010",24905,,
"2","Males","16","65-69","2011","2011",24009,,
"2","Males","16","65-69","2012","2012",24015,,
"2","Males","16","65-69","2013","2013",25218,,
"2","Males","16","65-69","2014","2014",27100,,
"2","Males","16","65-69","2015","2015",29045,,
"2","Males","16","65-69","2016","2016",30407,,
"2","Males","16","65-69","2017","2017",31114,,
"2","Males","16","65-69","2018","2018",31615,,
"1","Males and females","3","1-4","1970","1970",77369,,
"1","Males and females","3","1-4","1971","1971",79626,,
"1","Males and females","3","1-4","1972","1972",82942,,
"1","Males and females","3","1-4","1973","1973",85531,,
"1","Males and females","3","1-4","1974","1974",86955,,
"1","Males and females","3","1-4","1975","1975",87423,,
"1","Males and females","3","1-4","1976","1976",87158,,
"1","Males and females","3","1-4","1977","1977",86868,,
"1","Males and females","3","1-4","1978","1978",87235,,
"1","Males and females","3","1-4","1979","1979",87594,,
"1","Males and females","3","1-4","1980","1980",87784,,
"1","Males and females","3","1-4","1981","1981",88339,,
"1","Males and females","3","1-4","1982","1982",89067,,
"1","Males and females","3","1-4","1983","1983",90160,,
"1","Males and females","3","1-4","1984","1984",91721,,
"1","Males and females","3","1-4","1985","1985",93536,,
"1","Males and females","3","1-4","1986","1986",95045,,
"1","Males and females","3","1-4","1987","1987",96126,,
"1","Males and females","3","1-4","1988","1988",96860,,
"1","Males and females","3","1-4","1989","1989",97178,,
"1","Males and females","3","1-4","1990","1990",96968,,
"1","Males and females","3","1-4","1991","1991",95382,,
"1","Males and females","3","1-4","1992","1992",90012,,
"1","Males and females","3","1-4","1993","1993",82333,,
"1","Males and females","3","1-4","1994","1994",74442,,
"1","Males and females","3","1-4","1995","1995",66507,,
"1","Males and females","3","1-4","1996","1996",60305,,
"1","Males and females","3","1-4","1997","1997",55647,,
"1","Males and females","3","1-4","1998","1998",52318,,
"1","Males and females","3","1-4","1999","1999",50247,,
"1","Males and females","3","1-4","2000","2000",50130,,
"1","Males and females","3","1-4","2001","2001",49590,,
"1","Males and females","3","1-4","2002","2002",49710,,
"1","Males and females","3","1-4","2003","2003",50415,,
"1","Males and females","3","1-4","2004","2004",51340,,
"1","Males and females","3","1-4","2005","2005",52125,,
"1","Males and females","3","1-4","2006","2006",53305,,
"1","Males and females","3","1-4","2007","2007",54990,,
"1","Males and females","3","1-4","2008","2008",57260,,
"1","Males and females","3","1-4","2009","2009",59635,,
"1","Males and females","3","1-4","2010","2010",61395,,
"1","Males and females","3","1-4","2011","2011",62683,,
"1","Males and females","3","1-4","2012","2012",62673,,
"1","Males and females","3","1-4","2013","2013",61100,,
"1","Males and females","3","1-4","2014","2014",59090,,
"1","Males and females","3","1-4","2015","2015",57322,,
"1","Males and females","3","1-4","2016","2016",56335,,
"1","Males and females","3","1-4","2017","2017",56178,,
"1","Males and females","3","1-4","2018","2018",56291,,
"3","Females","17","70-74","1970","1970",30696,,
"3","Females","17","70-74","1971","1971",31612,,
"3","Females","17","70-74","1972","1972",32473,,
"3","Females","17","70-74","1973","1973",33211,,
"3","Females","17","70-74","1974","1974",33817,,
"3","Females","17","70-74","1975","1975",34065,,
"3","Females","17","70-74","1976","1976",34166,,
"3","Females","17","70-74","1977","1977",34517,,
"3","Females","17","70-74","1978","1978",34736,,
"3","Females","17","70-74","1979","1979",34955,,
"3","Females","17","70-74","1980","1980",35437,,
"3","Females","17","70-74","1981","1981",35940,,
"3","Females","17","70-74","1982","1982",36257,,
"3","Females","17","70-74","1983","1983",36397,,
"3","Females","17","70-74","1984","1984",36227,,
"3","Females","17","70-74","1985","1985",35235,,
"3","Females","17","70-74","1986","1986",33118,,
"3","Females","17","70-74","1987","1987",30387,,
"3","Females","17","70-74","1988","1988",28249,,
"3","Females","17","70-74","1989","1989",26840,,
"3","Females","17","70-74","1990","1990",25993,,
"3","Females","17","70-74","1991","1991",26988,,
"3","Females","17","70-74","1992","1992",29426,,
"3","Females","17","70-74","1993","1993",31810,,
"3","Females","17","70-74","1994","1994",33992,,
"3","Females","17","70-74","1995","1995",36180,,
"3","Females","17","70-74","1996","1996",37764,,
"3","Females","17","70-74","1997","1997",38640,,
"3","Females","17","70-74","1998","1998",39224,,
"3","Females","17","70-74","1999","1999",39619,,
"3","Females","17","70-74","2000","2000",40475,,
"3","Females","17","70-74","2001","2001",40605,,
"3","Females","17","70-74","2002","2002",40710,,
"3","Females","17","70-74","2003","2003",40175,,
"3","Females","17","70-74","2004","2004",39040,,
"3","Females","17","70-74","2005","2005",38330,,
"3","Females","17","70-74","2006","2006",38145,,
"3","Females","17","70-74","2007","2007",38560,,
"3","Females","17","70-74","2008","2008",39645,,
"3","Females","17","70-74","2009","2009",41075,,
"3","Females","17","70-74","2010","2010",41925,,
"3","Females","17","70-74","2011","2011",42435,,
"3","Females","17","70-74","2012","2012",42015,,
"3","Females","17","70-74","2013","2013",39833,,
"3","Females","17","70-74","2014","2014",37224,,
"3","Females","17","70-74","2015","2015",35044,,
"3","Females","17","70-74","2016","2016",33540,,
"3","Females","17","70-74","2017","2017",33354,,
"3","Females","17","70-74","2018","2018",34941,,
"2","Males","10","35-39","1970","1970",50153,,
"2","Males","10","35-39","1971","1971",49844,,
"2","Males","10","35-39","1972","1972",50272,,
"2","Males","10","35-39","1973","1973",51596,,
"2","Males","10","35-39","1974","1974",53392,,
"2","Males","10","35-39","1975","1975",54381,,
"2","Males","10","35-39","1976","1976",54913,,
"2","Males","10","35-39","1977","1977",54259,,
"2","Males","10","35-39","1978","1978",51367,,
"2","Males","10","35-39","1979","1979",47952,,
"2","Males","10","35-39","1980","1980",45124,,
"2","Males","10","35-39","1981","1981",43141,,
"2","Males","10","35-39","1982","1982",42913,,
"2","Males","10","35-39","1983","1983",44958,,
"2","Males","10","35-39","1984","1984",48344,,
"2","Males","10","35-39","1985","1985",51794,,
"2","Males","10","35-39","1986","1986",54139,,
"2","Males","10","35-39","1987","1987",55317,,
"2","Males","10","35-39","1988","1988",55871,,
"2","Males","10","35-39","1989","1989",56136,,
"2","Males","10","35-39","1990","1990",56578,,
"2","Males","10","35-39","1991","1991",56840,,
"2","Males","10","35-39","1992","1992",55814,,
"2","Males","10","35-39","1993","1993",54069,,
"2","Males","10","35-39","1994","1994",52622,,
"2","Males","10","35-39","1995","1995",51344,,
"2","Males","10","35-39","1996","1996",50320,,
"2","Males","10","35-39","1997","1997",49649,,
"2","Males","10","35-39","1998","1998",48888,,
"2","Males","10","35-39","1999","1999",47785,,
"2","Males","10","35-39","2000","2000",49310,,
"2","Males","10","35-39","2001","2001",47725,,
"2","Males","10","35-39","2002","2002",46155,,
"2","Males","10","35-39","2003","2003",45165,,
"2","Males","10","35-39","2004","2004",44880,,
"2","Males","10","35-39","2005","2005",45075,,
"2","Males","10","35-39","2006","2006",45800,,
"2","Males","10","35-39","2007","2007",46755,,
"2","Males","10","35-39","2008","2008",47445,,
"2","Males","10","35-39","2009","2009",47585,,
"2","Males","10","35-39","2010","2010",47410,,
"2","Males","10","35-39","2011","2011",47009,,
"2","Males","10","35-39","2012","2012",46573,,
"2","Males","10","35-39","2013","2013",46225,,
"2","Males","10","35-39","2014","2014",46054,,
"2","Males","10","35-39","2015","2015",46058,,
"2","Males","10","35-39","2016","2016",46173,,
"2","Males","10","35-39","2017","2017",46519,,
"2","Males","10","35-39","2018","2018",47436,,
"2","Males","4","5-9","1970","1970",51950,,
"2","Males","4","5-9","1971","1971",51387,,
"2","Males","4","5-9","1972","1972",50441,,
"2","Males","4","5-9","1973","1973",49961,,
"2","Males","4","5-9","1974","1974",50093,,
"2","Males","4","5-9","1975","1975",50826,,
"2","Males","4","5-9","1976","1976",52426,,
"2","Males","4","5-9","1977","1977",54237,,
"2","Males","4","5-9","1978","1978",55384,,
"2","Males","4","5-9","1979","1979",55816,,
"2","Males","4","5-9","1980","1980",56125,,
"2","Males","4","5-9","1981","1981",56216,,
"2","Males","4","5-9","1982","1982",56256,,
"2","Males","4","5-9","1983","1983",56277,,
"2","Males","4","5-9","1984","1984",56458,,
"2","Males","4","5-9","1985","1985",56906,,
"2","Males","4","5-9","1986","1986",57497,,
"2","Males","4","5-9","1987","1987",57992,,
"2","Males","4","5-9","1988","1988",58570,,
"2","Males","4","5-9","1989","1989",59358,,
"2","Males","4","5-9","1990","1990",59826,,
"2","Males","4","5-9","1991","1991",59870,,
"2","Males","4","5-9","1992","1992",59232,,
"2","Males","4","5-9","1993","1993",58079,,
"2","Males","4","5-9","1994","1994",57196,,
"2","Males","4","5-9","1995","1995",56315,,
"2","Males","4","5-9","1996","1996",54498,,
"2","Males","4","5-9","1997","1997",51757,,
"2","Males","4","5-9","1998","1998",48268,,
"2","Males","4","5-9","1999","1999",44094,,
"2","Males","4","5-9","2000","2000",40775,,
"2","Males","4","5-9","2001","2001",37720,,
"2","Males","4","5-9","2002","2002",35300,,
"2","Males","4","5-9","2003","2003",33350,,
"2","Males","4","5-9","2004","2004",32240,,
"2","Males","4","5-9","2005","2005",31880,,
"2","Males","4","5-9","2006","2006",31765,,
"2","Males","4","5-9","2007","2007",31740,,
"2","Males","4","5-9","2008","2008",32035,,
"2","Males","4","5-9","2009","2009",32640,,
"2","Males","4","5-9","2010","2010",33325,,
"2","Males","4","5-9","2011","2011",34200,,
"2","Males","4","5-9","2012","2012",35473,,
"2","Males","4","5-9","2013","2013",36920,,
"2","Males","4","5-9","2014","2014",38129,,
"2","Males","4","5-9","2015","2015",38951,,
"2","Males","4","5-9","2016","2016",39377,,
"2","Males","4","5-9","2017","2017",39176,,
"2","Males","4","5-9","2018","2018",38439,,
"1","Males and females","9","30-34","1970","1970",111289,,
"1","Males and females","9","30-34","1971","1971",113518,,
"1","Males and females","9","30-34","1972","1972",112593,,
"1","Males and females","9","30-34","1973","1973",106794,,
"1","Males and females","9","30-34","1974","1974",99737,,
"1","Males and females","9","30-34","1975","1975",93712,,
"1","Males and females","9","30-34","1976","1976",89530,,
"1","Males and females","9","30-34","1977","1977",89096,,
"1","Males and females","9","30-34","1978","1978",93608,,
"1","Males and females","9","30-34","1979","1979",100537,,
"1","Males and females","9","30-34","1980","1980",107271,,
"1","Males and females","9","30-34","1981","1981",111901,,
"1","Males and females","9","30-34","1982","1982",114489,,
"1","Males and females","9","30-34","1983","1983",115681,,
"1","Males and females","9","30-34","1984","1984",116088,,
"1","Males and females","9","30-34","1985","1985",117470,,
"1","Males and females","9","30-34","1986","1986",119057,,
"1","Males and females","9","30-34","1987","1987",119891,,
"1","Males and females","9","30-34","1988","1988",120668,,
"1","Males and females","9","30-34","1989","1989",120954,,
"1","Males and females","9","30-34","1990","1990",120412,,
"1","Males and females","9","30-34","1991","1991",119434,,
"1","Males and females","9","30-34","1992","1992",116166,,
"1","Males and females","9","30-34","1993","1993",110867,,
"1","Males and females","9","30-34","1994","1994",106012,,
"1","Males and females","9","30-34","1995","1995",101335,,
"1","Males and females","9","30-34","1996","1996",96593,,
"1","Males and females","9","30-34","1997","1997",92539,,
"1","Males and females","9","30-34","1998","1998",90094,,
"1","Males and females","9","30-34","1999","1999",89249,,
"1","Males and females","9","30-34","2000","2000",93720,,
"1","Males and females","9","30-34","2001","2001",95100,,
"1","Males and females","9","30-34","2002","2002",96765,,
"1","Males and females","9","30-34","2003","2003",97580,,
"1","Males and females","9","30-34","2004","2004",97320,,
"1","Males and females","9","30-34","2005","2005",96425,,
"1","Males and females","9","30-34","2006","2006",95070,,
"1","Males and females","9","30-34","2007","2007",93965,,
"1","Males and females","9","30-34","2008","2008",93280,,
"1","Males and females","9","30-34","2009","2009",92625,,
"1","Males and females","9","30-34","2010","2010",91955,,
"1","Males and females","9","30-34","2011","2011",91331,,
"1","Males and females","9","30-34","2012","2012",90864,,
"1","Males and females","9","30-34","2013","2013",91187,,
"1","Males and females","9","30-34","2014","2014",92268,,
"1","Males and females","9","30-34","2015","2015",93562,,
"1","Males and females","9","30-34","2016","2016",94778,,
"1","Males and females","9","30-34","2017","2017",96401,,
"1","Males and females","9","30-34","2018","2018",98550,,
"1","Males and females","17","70-74","1970","1970",44189,,
"1","Males and females","17","70-74","1971","1971",45619,,
"1","Males and females","17","70-74","1972","1972",47285,,
"1","Males and females","17","70-74","1973","1973",48806,,
"1","Males and females","17","70-74","1974","1974",49964,,
"1","Males and females","17","70-74","1975","1975",50523,,
"1","Males and females","17","70-74","1976","1976",50891,,
"1","Males and females","17","70-74","1977","1977",51391,,
"1","Males and females","17","70-74","1978","1978",51504,,
"1","Males and females","17","70-74","1979","1979",51719,,
"1","Males and females","17","70-74","1980","1980",52323,,
"1","Males and females","17","70-74","1981","1981",52909,,
"1","Males and females","17","70-74","1982","1982",53379,,
"1","Males and females","17","70-74","1983","1983",53669,,
"1","Males and females","17","70-74","1984","1984",53477,,
"1","Males and females","17","70-74","1985","1985",52146,,
"1","Males and females","17","70-74","1986","1986",49120,,
"1","Males and females","17","70-74","1987","1987",44963,,
"1","Males and females","17","70-74","1988","1988",41908,,
"1","Males and females","17","70-74","1989","1989",40003,,
"1","Males and females","17","70-74","1990","1990",38624,,
"1","Males and females","17","70-74","1991","1991",39865,,
"1","Males and females","17","70-74","1992","1992",43160,,
"1","Males and females","17","70-74","1993","1993",46253,,
"1","Males and females","17","70-74","1994","1994",49029,,
"1","Males and females","17","70-74","1995","1995",51949,,
"1","Males and females","17","70-74","1996","1996",54321,,
"1","Males and females","17","70-74","1997","1997",56393,,
"1","Males and females","17","70-74","1998","1998",58277,,
"1","Males and females","17","70-74","1999","1999",59763,,
"1","Males and females","17","70-74","2000","2000",62065,,
"1","Males and females","17","70-74","2001","2001",63075,,
"1","Males and females","17","70-74","2002","2002",63370,,
"1","Males and females","17","70-74","2003","2003",62515,,
"1","Males and females","17","70-74","2004","2004",60825,,
"1","Males and females","17","70-74","2005","2005",59630,,
"1","Males and females","17","70-74","2006","2006",59295,,
"1","Males and females","17","70-74","2007","2007",59960,,
"1","Males and females","17","70-74","2008","2008",61620,,
"1","Males and females","17","70-74","2009","2009",63835,,
"1","Males and females","17","70-74","2010","2010",65220,,
"1","Males and females","17","70-74","2011","2011",66141,,
"1","Males and females","17","70-74","2012","2012",65774,,
"1","Males and females","17","70-74","2013","2013",62703,,
"1","Males and females","17","70-74","2014","2014",58874,,
"1","Males and females","17","70-74","2015","2015",55638,,
"1","Males and females","17","70-74","2016","2016",53505,,
"1","Males and females","17","70-74","2017","2017",53520,,
"1","Males and females","17","70-74","2018","2018",56190,,
"3","Females","14","55-59","1970","1970",44167,,
"3","Females","14","55-59","1971","1971",41801,,
"3","Females","14","55-59","1972","1972",38475,,
"3","Females","14","55-59","1973","1973",35881,,
"3","Females","14","55-59","1974","1974",34232,,
"3","Females","14","55-59","1975","1975",33321,,
"3","Females","14","55-59","1976","1976",34843,,
"3","Females","14","55-59","1977","1977",38534,,
"3","Females","14","55-59","1978","1978",42299,,
"3","Females","14","55-59","1979","1979",45503,,
"3","Females","14","55-59","1980","1980",48645,,
"3","Females","14","55-59","1981","1981",50921,,
"3","Females","14","55-59","1982","1982",52085,,
"3","Females","14","55-59","1983","1983",52889,,
"3","Females","14","55-59","1984","1984",53434,,
"3","Females","14","55-59","1985","1985",53754,,
"3","Females","14","55-59","1986","1986",53875,,
"3","Females","14","55-59","1987","1987",53894,,
"3","Females","14","55-59","1988","1988",53079,,
"3","Females","14","55-59","1989","1989",51377,,
"3","Females","14","55-59","1990","1990",49998,,
"3","Females","14","55-59","1991","1991",49181,,
"3","Females","14","55-59","1992","1992",49016,,
"3","Females","14","55-59","1993","1993",49582,,
"3","Females","14","55-59","1994","1994",50603,,
"3","Females","14","55-59","1995","1995",50942,,
"3","Females","14","55-59","1996","1996",50997,,
"3","Females","14","55-59","1997","1997",50037,,
"3","Females","14","55-59","1998","1998",47101,,
"3","Females","14","55-59","1999","1999",43791,,
"3","Females","14","55-59","2000","2000",41875,,
"3","Females","14","55-59","2001","2001",39840,,
"3","Females","14","55-59","2002","2002",39395,,
"3","Females","14","55-59","2003","2003",41050,,
"3","Females","14","55-59","2004","2004",43790,,
"3","Females","14","55-59","2005","2005",46370,,
"3","Females","14","55-59","2006","2006",47925,,
"3","Females","14","55-59","2007","2007",48505,,
"3","Females","14","55-59","2008","2008",48500,,
"3","Females","14","55-59","2009","2009",48190,,
"3","Females","14","55-59","2010","2010",48260,,
"3","Females","14","55-59","2011","2011",48426,,
"3","Females","14","55-59","2012","2012",48280,,
"3","Females","14","55-59","2013","2013",48275,,
"3","Females","14","55-59","2014","2014",48291,,
"3","Females","14","55-59","2015","2015",48022,,
"3","Females","14","55-59","2016","2016",47813,,
"3","Females","14","55-59","2017","2017",47667,,
"3","Females","14","55-59","2018","2018",47197,,
"1","Males and females","6","15-19","1970","1970",101000,,
"1","Males and females","6","15-19","1971","1971",101076,,
"1","Males and females","6","15-19","1972","1972",101149,,
"1","Males and females","6","15-19","1973","1973",102370,,
"1","Males and females","6","15-19","1974","1974",103863,,
"1","Males and females","6","15-19","1975","1975",104858,,
"1","Males and females","6","15-19","1976","1976",105776,,
"1","Males and females","6","15-19","1977","1977",106560,,
"1","Males and females","6","15-19","1978","1978",106456,,
"1","Males and females","6","15-19","1979","1979",105572,,
"1","Males and females","6","15-19","1980","1980",103919,,
"1","Males and females","6","15-19","1981","1981",102097,,
"1","Males and females","6","15-19","1982","1982",100533,,
"1","Males and females","6","15-19","1983","1983",99774,,
"1","Males and females","6","15-19","1984","1984",100478,,
"1","Males and females","6","15-19","1985","1985",102528,,
"1","Males and females","6","15-19","1986","1986",105677,,
"1","Males and females","6","15-19","1987","1987",109181,,
"1","Males and females","6","15-19","1988","1988",111353,,
"1","Males and females","6","15-19","1989","1989",110708,,
"1","Males and females","6","15-19","1990","1990",109115,,
"1","Males and females","6","15-19","1991","1991",108076,,
"1","Males and females","6","15-19","1992","1992",106207,,
"1","Males and females","6","15-19","1993","1993",103397,,
"1","Males and females","6","15-19","1994","1994",100989,,
"1","Males and females","6","15-19","1995","1995",99544,,
"1","Males and females","6","15-19","1996","1996",99047,,
"1","Males and females","6","15-19","1997","1997",99265,,
"1","Males and females","6","15-19","1998","1998",100485,,
"1","Males and females","6","15-19","1999","1999",102394,,
"1","Males and females","6","15-19","2000","2000",102020,,
"1","Males and females","6","15-19","2001","2001",101935,,
"1","Males and females","6","15-19","2002","2002",102205,,
"1","Males and females","6","15-19","2003","2003",102650,,
"1","Males and females","6","15-19","2004","2004",102700,,
"1","Males and females","6","15-19","2005","2005",102170,,
"1","Males and females","6","15-19","2006","2006",100040,,
"1","Males and females","6","15-19","2007","2007",96200,,
"1","Males and females","6","15-19","2008","2008",90580,,
"1","Males and females","6","15-19","2009","2009",83465,,
"1","Males and females","6","15-19","2010","2010",76465,,
"1","Males and females","6","15-19","2011","2011",70908,,
"1","Males and females","6","15-19","2012","2012",66327,,
"1","Males and females","6","15-19","2013","2013",62666,,
"1","Males and females","6","15-19","2014","2014",60576,,
"1","Males and females","6","15-19","2015","2015",59890,,
"1","Males and females","6","15-19","2016","2016",59742,,
"1","Males and females","6","15-19","2017","2017",59859,,
"1","Males and females","6","15-19","2018","2018",60700,,
"3","Females","8","25-29","1970","1970",46066,,
"3","Females","8","25-29","1971","1971",44503,,
"3","Females","8","25-29","1972","1972",44520,,
"3","Females","8","25-29","1973","1973",46922,,
"3","Females","8","25-29","1974","1974",50306,,
"3","Females","8","25-29","1975","1975",53447,,
"3","Females","8","25-29","1976","1976",55506,,
"3","Females","8","25-29","1977","1977",56701,,
"3","Females","8","25-29","1978","1978",57222,,
"3","Females","8","25-29","1979","1979",57254,,
"3","Females","8","25-29","1980","1980",57973,,
"3","Females","8","25-29","1981","1981",58725,,
"3","Females","8","25-29","1982","1982",58874,,
"3","Females","8","25-29","1983","1983",59351,,
"3","Females","8","25-29","1984","1984",59788,,
"3","Females","8","25-29","1985","1985",59913,,
"3","Females","8","25-29","1986","1986",60270,,
"3","Females","8","25-29","1987","1987",60442,,
"3","Females","8","25-29","1988","1988",59841,,
"3","Females","8","25-29","1989","1989",58695,,
"3","Females","8","25-29","1990","1990",56959,,
"3","Females","8","25-29","1991","1991",54399,,
"3","Females","8","25-29","1992","1992",51440,,
"3","Females","8","25-29","1993","1993",49047,,
"3","Females","8","25-29","1994","1994",47684,,
"3","Females","8","25-29","1995","1995",47129,,
"3","Females","8","25-29","1996","1996",47281,,
"3","Females","8","25-29","1997","1997",47664,,
"3","Females","8","25-29","1998","1998",47708,,
"3","Females","8","25-29","1999","1999",47454,,
"3","Females","8","25-29","2000","2000",48670,,
"3","Females","8","25-29","2001","2001",48055,,
"3","Females","8","25-29","2002","2002",47595,,
"3","Females","8","25-29","2003","2003",47260,,
"3","Females","8","25-29","2004","2004",46865,,
"3","Females","8","25-29","2005","2005",46450,,
"3","Females","8","25-29","2006","2006",46050,,
"3","Females","8","25-29","2007","2007",45805,,
"3","Females","8","25-29","2008","2008",45965,,
"3","Females","8","25-29","2009","2009",46355,,
"3","Females","8","25-29","2010","2010",46565,,
"3","Females","8","25-29","2011","2011",46537,,
"3","Females","8","25-29","2012","2012",46712,,
"3","Females","8","25-29","2013","2013",47051,,
"3","Females","8","25-29","2014","2014",47266,,
"3","Females","8","25-29","2015","2015",47351,,
"3","Females","8","25-29","2016","2016",46709,,
